ons_code,pc_employed,pc_unemp,pc_student,pc_retired,pc_carer,pc_sick_disabled,pc_emp_other
E14001063,0.6362362927420788,0.0257367161121042,0.05095075318050198,0.1828749438120028,0.041479808908541624,0.027973782419167686,0.03474770282560291
E14001064,0.5502651003222788,0.02491163322590706,0.054267595384135565,0.2679592473230065,0.03998596527705583,0.03853051252728974,0.024079945940326437
E14001065,0.5891497262256907,0.021914532066209327,0.06383032286487507,0.2325885832966203,0.041701806281074956,0.027163446409465667,0.023651582856063943
E14001066,0.5608569295579374,0.021836506159014557,0.04213992427878206,0.2579054018023783,0.04239321708526636,0.04964539007092199,0.025222631045699356
E14001067,0.5338674168297456,0.017893835616438356,0.04811643835616438,0.31345401174168297,0.042367906066536204,0.0224192759295499,0.021881115459882583
E14001068,0.5516462233699161,0.0257843770174306,0.04566817301484829,0.24139444803098772,0.04894770819883796,0.05941897998708844,0.027140090380890897
E14001069,0.6009991516636818,0.025791780563672352,0.05778112922989914,0.20083184088981054,0.050582052973890096,0.035123480064096525,0.02889056461494957
E14001070,0.5499364388113428,0.032661640507986055,0.06387584800694768,0.19929264578167677,0.05726800166140137,0.06032649054133995,0.03663893468930536
E14001071,0.6284076418486565,0.024515491630957988,0.05586637104093191,0.18531368111480004,0.048697829907980744,0.027605776189874434,0.029593208266798395
E14001072,0.6155678342139308,0.021630052352222852,0.05027264263864876,0.21792066159668236,0.04110798099360408,0.0290778512616523,0.024422976943258897
E14001073,0.5583666087521972,0.04878023998943315,0.11953749707887544,0.09128133223600654,0.08634336168094207,0.04576259131689375,0.04992836894565184
E14001074,0.5535712191747089,0.025563151537893267,0.04901558414146508,0.2292358024836126,0.04896867927625793,0.06366162830239566,0.029983935083666553
E14001075,0.5388371164996126,0.028191826482946408,0.047264148728903076,0.22380930025116783,0.055644233703434194,0.0720288256144222,0.03422454871951363
E14001076,0.5444911607779499,0.021489513412505226,0.03957365198790293,0.2775687836542008,0.03613139583487005,0.05167072361141845,0.029074770721152665
E14001077,0.5827018336150945,0.030572073722912506,0.05562320451133153,0.20311631811034792,0.0583777649047726,0.04033716764987528,0.029271637485665646
E14001078,0.6411096106234526,0.026896241278415486,0.04870582939455323,0.18370470402880937,0.04172856178257934,0.030868782354265135,0.026986270537924826
E14001079,0.5539495445968925,0.021640382957907243,0.0444454797456265,0.2566097509841832,0.04061357124554497,0.04874327377763284,0.03399799669221272
E14001080,0.4878867751547101,0.020650928260371303,0.2168347467338987,0.19264267705707083,0.031205592482236994,0.028925051570020628,0.021854228741691496
E14001081,0.7023095919322027,0.03471459187780812,0.07608707477072704,0.08609566910716811,0.0423951001403379,0.026076739809183975,0.03232123236257221
E14001082,0.5892127833367368,0.024645190933224422,0.05362977333061058,0.24224014702879315,0.045767817030835205,0.020050541147641415,0.024453747192158464
E14001083,0.6260831590318799,0.03351184866803043,0.060197209644425036,0.18503918909600753,0.040970418553336246,0.02685774702921369,0.027340427977107132
E14001084,0.5795220762778921,0.033843510501209505,0.0713268374290688,0.1819908213324893,0.05180521330228562,0.04207266068320033,0.03943888047385436
E14001085,0.6346558722028086,0.042183057322075834,0.13839993054500466,0.07167972565276844,0.038829683328630654,0.03702819438716819,0.03722353656154364
E14001086,0.5426945155534869,0.046427740283919015,0.16146924210689628,0.061069738577301996,0.0920991389341401,0.0453611046466527,0.05087851989760298
E14001087,0.5233591928664568,0.019638317769318916,0.0519210252492657,0.31682098968691963,0.03379739999736575,0.03248027606917535,0.021982798361497833
E14001088,0.47283853138570864,0.021002763521515987,0.04278194499276221,0.35895512567443083,0.04061060665877089,0.038847216739044614,0.024963811027766812
E14001089,0.5888734317767028,0.03131979630645923,0.06623868900999323,0.20535269868416015,0.048536750347785027,0.03098796472375021,0.028690669151149286
E14001090,0.6400339682154556,0.0202353512070848,0.04745844959359456,0.20792187310445226,0.03633385903190586,0.02086618949411622,0.027150309353390755
E14001091,0.5175286073450974,0.030592824079513147,0.06317112714114523,0.2133273808125191,0.051516717967997366,0.08562231255433633,0.038241030099391435
E14001092,0.48108535662700325,0.04359538711970103,0.1562349542609533,0.16697617901277026,0.05980466331934796,0.049086365407983126,0.0432170942522411
E14001093,0.5076523093764473,0.05036630036630037,0.0853964043619216,0.16680350301039956,0.06757610205886068,0.07124963159445918,0.0509557492316113
E14001094,0.4637026434673704,0.04664087310462048,0.12042089725812945,0.1411414769423447,0.11184416513843538,0.054792682381357066,0.061457261707742544
E14001095,0.46567160883629016,0.05092679480244201,0.10636888530707322,0.156600170013579,0.10379660193638843,0.06431812410991268,0.05231781499431448
E14001096,0.4074127931842677,0.059851504627649564,0.23317023933758746,0.0692864352556755,0.10729988195644363,0.05195627256086086,0.07102287307751527
E14001097,0.5184885643264073,0.04392297720001427,0.07626161110384282,0.2020361802590421,0.06100215273730658,0.0607523876354381,0.03753612673794884
E14001098,0.45052358847025803,0.05939760336823923,0.13326136240958653,0.12487315124689626,0.1061319227032279,0.05488502644931448,0.0709273453524776
E14001099,0.4467338045024499,0.034807053988755166,0.22269514756023212,0.16367105471131482,0.050782396640097545,0.047316368234470614,0.03399417436267979
E14001100,0.4784283063565602,0.04930506120829492,0.1071407732433978,0.1531316007515375,0.09968374741804857,0.056120246000163375,0.05619026502199764
E14001101,0.50363536861856,0.025825450186328928,0.04785917181351471,0.2834154223021395,0.04699919214030698,0.0616058165897897,0.030659578349360228
E14001102,0.4881778614280673,0.03463121985648747,0.09998823667803788,0.16193389013057288,0.09811786848606047,0.07008587225032349,0.04706505117045053
E14001103,0.5105097214923805,0.04219414321884107,0.09396646443414704,0.16259016863325848,0.0708092485549133,0.07147804901351933,0.04845220465294033
E14001104,0.48310903942059497,0.027002982231912387,0.05266521314186903,0.3116933563892439,0.035686539859158456,0.06202541162318623,0.027817457334035036
E14001105,0.49663814863627226,0.04195054392744656,0.057441865659972745,0.21648759130609602,0.05586704492148234,0.0873076149842518,0.0443071905644783
E14001106,0.5443604850854712,0.027398346059341067,0.049195487331237284,0.262886734127718,0.03828370630663954,0.05104494174218605,0.0268302993474068
E14001107,0.5152102002766584,0.03464244902868828,0.04656281951043483,0.25666686714380227,0.04913694593131653,0.06490647741625068,0.03287424069284898
E14001108,0.5118606457339399,0.023932098080550315,0.05026073449461888,0.3057472539664928,0.03797847553533785,0.04011982691667591,0.030100965272384334
E14001109,0.5585077474909723,0.019963527010543353,0.042934264078936246,0.24624098742768807,0.04480622214707552,0.06143645608144829,0.026110795763336192
E14001110,0.5109472049689441,0.035858473824312335,0.07401286601597161,0.22213842058562555,0.06173469387755102,0.057309228039041704,0.03799911268855368
E14001111,0.5103144101998651,0.03981244580518772,0.09135773393424898,0.16324280346418593,0.08383201481592498,0.06693929110509243,0.04450130067549485
E14001112,0.5636787108145537,0.02402115069872844,0.05980108271433967,0.24208737252927107,0.0418481681984137,0.04252801208611356,0.02603550295857988
E14001113,0.5346073628558956,0.03560168792743852,0.061599650773633406,0.19487558810690206,0.05158364456516467,0.08238346995198137,0.03934859581898433
E14001114,0.5117438384924862,0.02867958092440712,0.04473104489652391,0.28019733371945105,0.04760624269565307,0.05472184012659144,0.032320119144887215
E14001115,0.5672925472243312,0.029858695282666093,0.08367233623043888,0.2061213158222756,0.03801742795952362,0.045224308490747774,0.029813368990016884
E14001116,0.5074808324205915,0.02769989047097481,0.1596933187294633,0.19789704271631983,0.037316538882803944,0.04231106243154436,0.0276013143483023
E14001117,0.6552977286678944,0.02687538367096378,0.05619398403928791,0.1717863720073665,0.03776550030693677,0.02483732351135666,0.027243707796193985
E14001118,0.48193031811296255,0.045194136607478445,0.10411280310709689,0.13787172974635245,0.11511520632353443,0.05939703185685486,0.05637877424572034
E14001119,0.5319023992713502,0.03757100740634213,0.07745499868171904,0.17782411735097434,0.0727091872198653,0.06108434601279931,0.041453944056949736
E14001120,0.4447387590225813,0.047325784164404125,0.1372315299207558,0.1221552656556961,0.12141580027812728,0.06202679734233936,0.06510606361609607
E14001121,0.5911407152860321,0.023478045967542632,0.04972167629717675,0.23493344944864838,0.044602403116283995,0.03098631329951867,0.025137396584797522
E14001122,0.5439382670137598,0.049730383042023055,0.11093343250278914,0.1183897359613239,0.07354964670881368,0.04547229453328375,0.05798624023800669
E14001123,0.5626108581564174,0.03905864282187723,0.12278969407720298,0.12616343920858705,0.07450582405324849,0.028983122131402344,0.04588841955126447
E14001124,0.5986427769369721,0.043187033149441,0.08955719377044379,0.13071327442269198,0.06644534492017772,0.03127471561782942,0.040179661182443975
E14001125,0.5866678315568757,0.02240333491425576,0.05043558573175907,0.24034597239210204,0.050497990564389306,0.023389331269813535,0.026259953570804524
E14001126,0.5605121293800539,0.02280078412153884,0.04437637833864249,0.26058564077432,0.04230580740014702,0.04290615045332027,0.026513109531977455
E14001127,0.47667195935217527,0.021784693553509052,0.04284534772943792,0.34520165131787867,0.038869482375357256,0.04703715465227056,0.02758971101937123
E14001128,0.5374417441217515,0.01874720240132705,0.0466047025988046,0.2967166065457226,0.03852128808025488,0.040324916401169066,0.021643539850970273
E14001129,0.5084674683934628,0.030835646006783842,0.12978106691335184,0.19578168362627196,0.04509404872032069,0.056823928461301264,0.033216157878507555
E14001130,0.5525986541777973,0.030421893844610512,0.20329354478747505,0.1251479389984107,0.027378577305875854,0.034930510939032225,0.026228879946798317
E14001131,0.5285135296221242,0.022612945523900346,0.30183573727500296,0.08428894981523423,0.02143282870425557,0.020264632256526402,0.021051376802956254
E14001132,0.6239350821588329,0.02940184773079776,0.07980983208577787,0.14432306066940903,0.042990086991705444,0.047058691303077306,0.032481399060399666
E14001133,0.5852726727926488,0.025981322413104274,0.0919646424290851,0.17734968038353977,0.04143777467039553,0.04744306831801838,0.03055083899320815
E14001134,0.5636665189880607,0.02173147485487737,0.11798384623249157,0.19097115723227573,0.039634665848754386,0.04098649308750525,0.025025843756034942
E14001135,0.6288183064179728,0.025207079435075382,0.06023478934509267,0.15633156546093796,0.04533698826053274,0.05321494547404803,0.030856325606340503
E14001136,0.5446433130776694,0.01731093295205025,0.04258795894398203,0.3038094265434305,0.036549558290353876,0.0341239850891079,0.020974825103406015
E14001137,0.6082422848380296,0.02810044086639831,0.06190019807041083,0.2072327646795732,0.04471279790428727,0.02356398952143633,0.026247524119864547
E14001138,0.5715465900543767,0.021294435333719684,0.05415469599635023,0.270810470894317,0.031688881764713135,0.02720065104006116,0.02330427491646219
E14001139,0.5933304211881553,0.028060051498988412,0.06144243148795291,0.20550165532462755,0.04971721537612654,0.031175280485561892,0.030772944638587457
E14001140,0.5412239936179104,0.022020741791290474,0.0837269377366375,0.2580567550113333,0.035481379240480684,0.037279507667371564,0.02221068493497613
E14001141,0.6022623674487788,0.025958447291396767,0.07033011851638597,0.2024494985845209,0.046950722134254594,0.027253970538841706,0.024794875485821218
E14001142,0.5112321307011573,0.0311984400779961,0.06801582997773188,0.2168199282343575,0.06702357189832817,0.06532750285562645,0.040382596254802644
E14001143,0.5777892630143614,0.02483010402691944,0.057225802194902024,0.21645516725681233,0.04863753326442191,0.03964239371879742,0.03541973652378544
E14001144,0.5403253929125431,0.026791404624764013,0.06638929305804403,0.23811642476641695,0.048941210423155086,0.04658433640769111,0.03285193780738568
E14001145,0.5754254677127338,0.02852142426071213,0.07425467712733856,0.19168376584188293,0.04788171394085697,0.04788171394085697,0.03435123717561859
E14001146,0.5786607956630327,0.019187292117940888,0.04667211154906904,0.2652249565001243,0.036539895600298286,0.03122521690754353,0.02248973166199117
E14001147,0.567229878856246,0.023321398793467066,0.05301878463877581,0.2559836186178822,0.034062484673108046,0.04123547010642994,0.02514836431409093
E14001148,0.529882577893266,0.021658127619934794,0.06214301473291987,0.2652293285612728,0.04394136248866227,0.052055499718088885,0.025090088985855415
E14001149,0.5180119798648282,0.019713345644409866,0.271121776544587,0.11130588025759522,0.03244312376381481,0.02395035574011755,0.0234535381846474
E14001150,0.5805669390625379,0.025994810737408763,0.04625475884478285,0.2288367807172822,0.043648003103857996,0.04791580785179078,0.026782899682339534
E14001151,0.4481918187207694,0.023088070614584018,0.20957117449443383,0.22408493072480953,0.03848011769097336,0.03335309487736864,0.02323079287706124
E14001152,0.5657395775854984,0.02141423154137854,0.054040409969827535,0.2502670908813412,0.03388238609014171,0.04748934571539265,0.027166958216419925
E14001153,0.6127140312397755,0.029567514511105994,0.0707439138179659,0.16861965755001637,0.051646207723907274,0.035893023763072116,0.03081565139415678
E14001154,0.5398515014127078,0.022051383139496682,0.044102766278993365,0.2904658650371246,0.045811157106248765,0.03327419672777449,0.02444313029765425
E14001155,0.5574986819602145,0.01689662710404156,0.04546915786901899,0.2908174418455129,0.036185014209111833,0.03228876001388764,0.020844316998212608
E14001156,0.5685176603851303,0.01798218515085985,0.05289105138502729,0.2731438574812069,0.03959427453403357,0.02715992173823499,0.020711049325507158
E14001157,0.5958893432302471,0.028983247994435985,0.057834590433249795,0.18957226625735973,0.05428513184559855,0.04290527981964913,0.030530140419459666
E14001158,0.5686720811132379,0.019360095183901506,0.05782163364543997,0.2707309502871036,0.03530598520511096,0.026899798251513115,0.02120945631369303
E14001159,0.6135348558799153,0.02435767566074224,0.06341513951560918,0.20367897596463763,0.04178561561838107,0.02601528685882678,0.027212450501887836
E14001160,0.610588535632229,0.03703630972252224,0.10758399937160026,0.11698053924552756,0.056585432908508926,0.0322447616990358,0.038980421420576165
E14001161,0.5844188647926966,0.022396228003704638,0.08182682014457715,0.2203538652136783,0.035651138454876774,0.030659497949217577,0.024693585441248993
E14001162,0.5811616161616162,0.02123737373737374,0.06025252525252525,0.24603535353535352,0.04887626262626263,0.019873737373737373,0.022563131313131313
E14001163,0.5232643971524729,0.024083874438564225,0.10161518347533435,0.2500218944313078,0.03413029063293673,0.04042337574597455,0.026460984123409526
E14001164,0.5538202478276518,0.018098616895470203,0.060375854799732634,0.2859015887706309,0.036904211013419716,0.025618283716386445,0.019281196976708315
E14001165,0.5413177824510702,0.02354565276290495,0.04642041569366138,0.25946664258344193,0.041724186868621706,0.06049620044123908,0.027029119199060755
E14001166,0.5197780501089324,0.020856027596223674,0.0681849128540305,0.2992352033405955,0.03679874727668846,0.030183369644153957,0.024963689179375453
E14001167,0.5874596733400029,0.036870089140185025,0.07547127392902508,0.18075336383359,0.05278717640314295,0.031204685199132203,0.03545373815492182
E14001168,0.6057288114576229,0.02117924235848472,0.05309690619381239,0.22993365986731973,0.036989273978547954,0.0294252588505177,0.023646847293694588
E14001169,0.584317508899165,0.0332235492420462,0.0783237410869734,0.18383845104627566,0.05556849307473081,0.028943078612062943,0.03578517803874602
E14001170,0.5905922495734828,0.020046307579819643,0.050304655130392395,0.24283451133317085,0.03302461613453571,0.04139653911771874,0.021801121130879845
E14001171,0.46550721573188136,0.016955648358619232,0.03993762224454195,0.39434106887984355,0.03410953110958397,0.030488449542739333,0.01866046413279061
E14001172,0.5653314280879547,0.03285608190048227,0.14634352702283474,0.11653333082643152,0.058182057476991345,0.03538491910541209,0.04536865557989339
E14001173,0.43087447878555585,0.020058770921170307,0.21047190959034578,0.22797542306932878,0.03300928023043776,0.045611345343043314,0.03199879206011824
E14001174,0.42346100821195226,0.02973086375352155,0.03893784091590242,0.36711622609842354,0.04999100881136486,0.05976143379488102,0.031001618413954324
E14001175,0.6957901604538267,0.04173347635213588,0.0783912596344174,0.0714025057778859,0.03633709679202928,0.033605732547467126,0.04273976844223773
E14001176,0.5847060369753789,0.02858582318408832,0.10427801629720494,0.1713177954963638,0.045386839568912644,0.03738061859283273,0.028344869885218612
E14001177,0.5776317518727823,0.020988303325009856,0.057997108687081085,0.25245104481535025,0.03248784334340912,0.03494545932448417,0.023498488631883297
E14001178,0.564412725293335,0.016652554332486594,0.04608685133663965,0.2922866013467199,0.031194978697095546,0.030738007876026506,0.018628281117696866
E14001179,0.6133556356150283,0.021658946646079945,0.05406158860868073,0.20494510207582775,0.040433607822954194,0.039329215989020415,0.026215903242408647
E14001180,0.53593989910068,0.04034876069313446,0.0926189953937267,0.16408203553410836,0.06542004825619653,0.05922351392849309,0.04236674709366089
E14001181,0.550228442542363,0.032456191082065815,0.09394482678850269,0.20128390492163553,0.04494823896824938,0.04484413856919785,0.03229425712798566
E14001182,0.45168734066244115,0.030129283850099255,0.2559477624724151,0.1556444542972017,0.043329739316196256,0.033152288918671086,0.030109130482975442
E14001183,0.5603747789331093,0.026201914031632946,0.04970712556599395,0.26349919098925084,0.03484390482521605,0.04352352402573783,0.021849561629059166
E14001184,0.6150968803770479,0.04407442635915741,0.061377165514219456,0.15745599504109267,0.05404567752140132,0.03388942919129199,0.034060425995789206
E14001185,0.5843206818841065,0.025637592877702658,0.05007028582903809,0.2327241894816699,0.0380993819309637,0.040776937322890866,0.028370930673628312
E14001186,0.5803777904979965,0.03923297080709788,0.08257584430452204,0.17409273039496279,0.051310818546078996,0.03709215798511734,0.03531768746422438
E14001187,0.6054345412832721,0.03019463699829785,0.06383057453684289,0.20132224880972938,0.04367614771690061,0.027555073143054495,0.027986777511902705
E14001188,0.5918098995022072,0.049956690982332005,0.09700176366843033,0.10422341191571961,0.062458908612754764,0.042181939617837054,0.052367385700719034
E14001189,0.5678310316815597,0.04123213383976991,0.09133422618394187,0.15429117175664697,0.06641491206885196,0.038487715985685116,0.04040880848354447
E14001190,0.5447448279335658,0.03179420023420678,0.05517710313912638,0.24319730032612666,0.04587179067454072,0.04972486999005251,0.029489907702381104
E14001191,0.6401490871970182,0.029223939415521212,0.059599268808014624,0.16412648671747027,0.04986586900268262,0.02864230942715381,0.02839303943213921
E14001192,0.5961491900616821,0.018908168559405084,0.04910359139908918,0.24290078976191848,0.035798697181068775,0.026944140197152244,0.030195422839684096
E14001193,0.5372409709887508,0.02748371817643576,0.11343990526939017,0.20408525754884546,0.043611604499703964,0.04716400236826525,0.026974541148608644
E14001194,0.520594766403971,0.03951321461226978,0.08785431270953978,0.16595550137153306,0.0774589628597553,0.06116384377585231,0.04745939826707885
E14001195,0.5496104445826003,0.016653659439939683,0.04568843503220942,0.3032844349792987,0.03301630973954682,0.026534742523049246,0.025211973703355865
E14001196,0.5086915594603075,0.03479133981801067,0.08899905867587073,0.16203326011923438,0.10052086601819893,0.05763413868842171,0.04732977721995607
E14001197,0.6486429401203928,0.019021133288743386,0.04661996456272515,0.2039520775395736,0.03742035413806456,0.023890825031388976,0.020452705319111485
E14001198,0.5451052089947669,0.032361892667119176,0.052549758052155636,0.2199316853145322,0.053754023340850866,0.052659236714764295,0.04363819491581091
E14001199,0.5348686847788137,0.023172513674627908,0.047625205281057244,0.26022525959163617,0.04529760904141828,0.04519416031965655,0.04361656731279014
E14001200,0.5358595972092904,0.030738619695674912,0.048480287744091424,0.23791181459893115,0.05503615933063786,0.05869673354335931,0.03327678787801487
E14001201,0.5896288804170232,0.021992271583806636,0.05140174797064239,0.25065484063383386,0.04005549936461008,0.02487097694442283,0.021395783085660935
E14001202,0.5213529009272586,0.028678951466389827,0.0493476157893495,0.2741547318500342,0.046233159521506265,0.05013802703914305,0.030094613406318572
E14001203,0.5724137118068653,0.01978027159562429,0.04578460958129008,0.26836571105243306,0.03704969822708412,0.03053093172387778,0.02607506601282535
E14001204,0.532788111504513,0.03711414750910088,0.06270882162269985,0.21382087468209246,0.06199820475739291,0.05496683787961901,0.036603002044581855
E14001205,0.6405971043204829,0.04424146788145452,0.09086720648705929,0.10126815558806251,0.0428708001704696,0.040567156958730234,0.039588108593741005
E14001206,0.6244511047605771,0.025440858716107895,0.05211310146139727,0.19930996027043982,0.042354963871657256,0.031632629353407216,0.02469738156641342
E14001207,0.5966551221290558,0.042799854174261756,0.11188479766678819,0.11732592052497266,0.05819358366751732,0.031234050309879694,0.04190667152752461
E14001208,0.5692420257469991,0.043188514702683464,0.09777729438984357,0.13779192786094246,0.07141727145088889,0.0354663924538749,0.045116573394767545
E14001209,0.5491594907709776,0.04664248465178903,0.0963093958180521,0.12690533846447555,0.0861107482692443,0.0404931523366458,0.05437938968881565
E14001210,0.602090376648731,0.026022570353792678,0.10536403028427217,0.17232512737488692,0.04734298366744441,0.022617970572829865,0.02423694109804295
E14001211,0.4912110654127263,0.029733057396589213,0.05547114452623582,0.24793702355067718,0.05552353757891704,0.08342283813166373,0.03670133340319073
E14001212,0.5954365054044741,0.019920623779686324,0.050879901992062375,0.25140056916067943,0.03976467885810543,0.022434629471293117,0.020163091333699163
E14001213,0.5052152225935761,0.047446913779698494,0.14033139129820169,0.08666457990448015,0.1210456698001757,0.04009612569039854,0.05920009693346931
E14001214,0.5702620660401119,0.018637574729251448,0.053447155980328474,0.27536155039170723,0.03862723524967192,0.023197550338684234,0.020466867270244833
E14001215,0.5959474067928703,0.023933428865927545,0.05485582120320789,0.22996958041079016,0.04400784372878799,0.027075948412399124,0.024209970586017045
E14001216,0.5044775071113349,0.034087583550867995,0.0543504980860852,0.2618375923302937,0.05560302948716448,0.05703114940241376,0.03261264003184005
E14001217,0.6177593810826126,0.018725207578781385,0.052874072979032696,0.2181486682928031,0.04099834922512134,0.02490945376598418,0.026584867075664622
E14001218,0.5682627040909924,0.024900629853849447,0.053078945759187916,0.2559530361401578,0.03705742065676023,0.03594447501987403,0.024802788479178134
E14001219,0.5041679968784364,0.02908729736440708,0.06267957858891135,0.28018398306788217,0.04299244439714803,0.050406157993685925,0.030482541709529045
E14001220,0.6126650050770793,0.020242381084253143,0.049148765016945574,0.2367237673247089,0.03510437683796864,0.02539858369268505,0.020717120966359404
E14001221,0.5210784711515053,0.042603262192647894,0.1009798750304309,0.15405136736184372,0.0778929643755579,0.046082528605047475,0.05731153128296681
E14001222,0.5660321275798343,0.02523940604039856,0.05420075214205405,0.23188461985810105,0.04108349810672146,0.056410654053425345,0.02514894221946523
E14001223,0.5788897754473954,0.037615410919867774,0.07623389946426536,0.17957369200957482,0.052570386412857634,0.04027128690299783,0.03484554884304115
E14001224,0.6182494911311428,0.017760977028205872,0.04761849374818261,0.2316952602500727,0.038232044198895025,0.02539110206455365,0.021052631578947368
E14001225,0.538991627753893,0.04014358299220373,0.09977783720404007,0.14700800197478042,0.07605990167239216,0.04634562771275173,0.0516734206899389
E14001226,0.59208342354044885,0.029960789973779798,0.06030646364051863,0.20790935989030815,0.04983041062278992,0.028313006663298935,0.03159654566885569
E14001227,0.5989203435480701,0.022957148967159485,0.06655954871747448,0.22106370435446024,0.04334809095007456,0.024240252459281693,0.022910911003479407
E14001228,0.5824360442917144,0.02492045309914726,0.046315387552500954,0.23391879852360953,0.03830978745068092,0.0481990581646939,0.02590047091765305
E14001229,0.5675284304828838,0.05067287085127334,0.10075685903500473,0.1173614194968432,0.062344332245670264,0.04499642808873786,0.056339659799586814
E14001230,0.6172965441743588,0.02491727415221556,0.05931381086258801,0.20364242529793744,0.05228522379518822,0.020078123056253578,0.022466598661458462
E14001231,0.47701495933109606,0.019179796371082417,0.24278482452647746,0.17277743018030828,0.026915420055741993,0.03688072350833286,0.024446846026960924
E14001232,0.5649319125179018,0.01797460980168459,0.046835934655436076,0.2821321940918028,0.03268441876835692,0.03343690074519989,0.022004029419617932
E14001233,0.5626375220639795,0.019682278695263195,0.042979423072273135,0.28805280847256814,0.0338153154242329,0.030901661145634356,0.021930991126048793
E14001234,0.5864688500369367,0.020352130017237135,0.06561191824673726,0.2374907658212263,0.04465648854961832,0.025129278502831816,0.02029056882541246
E14001235,0.577307576668671,0.021935758669071957,0.049396171577470435,0.2440619362597715,0.049571557426337946,0.03368661054319503,0.02404038885548206
E14001236,0.5691386413720417,0.048260994538660534,0.08927852831273354,0.1258311775414391,0.07978346268084699,0.03525917409217208,0.05244802146210597
E14001237,0.6164642219791606,0.01865177594841978,0.11196822290023603,0.17777905704910482,0.03117840078291405,0.024224281849058775,0.019734039491105866
E14001238,0.5851241320745292,0.037654228482941206,0.09034417303561616,0.15086667665717568,0.06174134572156451,0.031959638343573606,0.04230980568459963
E14001239,0.5043989416472244,0.029860667596418283,0.046909010335883634,0.2870716734225721,0.04776924781356308,0.051757621573713226,0.03223283761062524
E14001240,0.5370934166016134,0.020634920634920634,0.05550351288056206,0.28317720530835283,0.040033827738745774,0.03965651834504293,0.023900598490762426
E14001241,0.5897357385342474,0.01943686347600346,0.05190707581708048,0.24620914597616989,0.038993543233708315,0.031178859082739797,0.02253877388005059
E14001242,0.5058405653813761,0.019810318942473176,0.047908503912019236,0.3332723033920441,0.030099967043831704,0.03713061628034714,0.025937725047908505
E14001243,0.5223084506686215,0.022169417831593315,0.047473394170732326,0.29811168128618015,0.04273363836295154,0.04422508152379989,0.022978336156121236
E14001244,0.5309647817460318,0.03325892857142857,0.0748139880952381,0.2234623015873016,0.044196428571428574,0.05906498015873016,0.03423859126984127
E14001245,0.574246694125298,0.023448226027892188,0.052725389599441196,0.2492713828070429,0.034817062889900524,0.04089890888069947,0.024592335669725653
E14001246,0.5671970952334535,0.028913636806706305,0.07263134808460864,0.21317867238522273,0.0512598693829808,0.03797884784092017,0.02884053026610781
E14001247,0.5421149747907895,0.01827018036280472,0.05058734861479287,0.2956364675918707,0.03809969333125422,0.0321482405530433,0.023143094755444668
E14001248,0.5951512047292827,0.026143372388330453,0.06977612736624197,0.18902191774974925,0.04274708154598032,0.04554282177689566,0.031617474443519644
E14001249,0.5892895895832003,0.018944277781323803,0.059475330312121016,0.24542031020616584,0.04461607199846812,0.022569732558881724,0.019684687559839154
E14001250,0.5725263721677573,0.019386163053349788,0.046782944833849524,0.2746314882518688,0.03314859232005216,0.026232447663181425,0.027291991709941083
E14001251,0.51036122880133,0.04204523152584246,0.09965250920677433,0.15376178986619873,0.08376721580217268,0.060932106533057806,0.04947991826462405
E14001252,0.5503958778434083,0.0241548322231997,0.048284529345230615,0.2737715219303758,0.03981400025135101,0.03850697499057434,0.02507226341586025
E14001253,0.5625946584906357,0.02307512344082844,0.04848977380468644,0.26975976752490366,0.03971039119352813,0.033701500991220615,0.022668784554196988
